species_name,neighbourhood_name,date_planted
CERASIFERA,RILEY PARK,1991-12-04
CERASIFERA,SHAUGHNESSY,1992-12-06
JAPONICA,SUNSET,2017-05-15
RUBRUM,WEST END,2017-02-14
RUBRUM,WEST END,2017-02-14
RUBRUM,WEST END,2017-02-14
PALMATUM,RENFREW-COLLINGWOOD,2018-02-28
RUBRUM,KENSINGTON-CEDAR COTTAGE,2019-04-25
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2017-05-25
PERSICA,KENSINGTON-CEDAR COTTAGE,2017-05-09
CERASIFERA,KITSILANO,1991-10-08
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2017-05-08
CERASIFERA,KITSILANO,1991-10-08
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2017-05-31
CERASIFERA,KITSILANO,1991-10-08
X YEDOENSIS,KENSINGTON-CEDAR COTTAGE,2017-05-31
CERASIFERA,KITSILANO,1991-10-08
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2018-03-16
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-02
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-02
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-02
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-02
CERASIFERA,RENFREW-COLLINGWOOD,1991-12-16
CERASIFERA,RENFREW-COLLINGWOOD,1991-12-16
OXYCARPA,OAKRIDGE,1992-01-09
OXYCARPA,OAKRIDGE,1992-01-08
OXYCARPA,OAKRIDGE,1992-01-10
OXYCARPA,OAKRIDGE,1992-01-10
SERRULATA,HASTINGS-SUNRISE,1992-01-10
FREEMANI   X,HASTINGS-SUNRISE,1992-01-10
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-15
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-15
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-15
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-15
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-15
FREEMANI   X,HASTINGS-SUNRISE,1992-11-04
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1991-11-25
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1991-12-02
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1992-12-02
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1992-12-02
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-17
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-08
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-08
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
CERASIFERA,RENFREW-COLLINGWOOD,1992-01-14
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-16
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-16
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-16
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-16
OXYCARPA,RENFREW-COLLINGWOOD,1992-01-16
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2017-05-31
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2017-05-25
SERRULATA,RENFREW-COLLINGWOOD,2017-04-11
SERRULATA,RENFREW-COLLINGWOOD,2019-01-17
SALICINA,RENFREW-COLLINGWOOD,2017-04-06
GRANDIFLORA,RENFREW-COLLINGWOOD,2017-04-13
GRANDIFLORA,RILEY PARK,2017-04-13
SERRULATA,RILEY PARK,2017-04-11
X YEDOENSIS,RILEY PARK,2017-04-24
JAPONICA,RILEY PARK,2017-05-12
PERSICA,RILEY PARK,2017-05-09
PLATANOIDES,RILEY PARK,2017-05-10
CAMPESTRE,RILEY PARK,2017-05-30
SYLVATICA,RILEY PARK,2017-04-04
JAPONICA,RILEY PARK,2017-05-15
SALICINA,RILEY PARK,2017-04-06
SALICINA,RILEY PARK,2017-04-06
CARNEA   X,SHAUGHNESSY,2018-01-18
X YEDOENSIS,SHAUGHNESSY,2018-02-22
FREEMANI   X,RILEY PARK,2017-02-16
CAMPESTRE,RILEY PARK,2017-05-30
CAMPESTRE,RILEY PARK,2017-05-30
JAPONICA,RILEY PARK,2018-04-04
SALICINA,RILEY PARK,2017-04-06
AMERICANA,OAKRIDGE,2017-04-27
MORDENSIS,RILEY PARK,2017-04-04
TRIACANTHOS,RILEY PARK,2017-03-08
TRIACANTHOS,RILEY PARK,2017-03-08
GRANDIFLORA,RILEY PARK,2017-04-19
X YEDOENSIS,DUNBAR-SOUTHLANDS,2017-04-25
RUBRUM,DUNBAR-SOUTHLANDS,2017-05-29
RETICULATA,MARPOLE,2017-04-05
FREEMANI   X,DUNBAR-SOUTHLANDS,2017-12-12
PERSICA,DUNBAR-SOUTHLANDS,2019-04-23
PLATANOIDES,DUNBAR-SOUTHLANDS,2017-05-19
SERRULATA,DUNBAR-SOUTHLANDS,2018-03-20
SYLVATICA,DOWNTOWN,2017-03-31
FREEMANI   X,FAIRVIEW,2016-11-28
PLATANOIDES,DUNBAR-SOUTHLANDS,2017-05-19
CERASIFERA,WEST POINT GREY,2018-01-03
XX,KERRISDALE,2017-05-15
SERRULATA,FAIRVIEW,2018-03-19
SERRULATA,WEST POINT GREY,2019-01-16
TRIACANTHOS,RILEY PARK,2017-05-29
PLATANOIDES,RILEY PARK,2018-12-10
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2017-05-11
BETULUS,ARBUTUS-RIDGE,2019-01-22
BETULUS,RILEY PARK,2017-04-13
JAPONICA,OAKRIDGE,2017-05-12
RUBRUM,OAKRIDGE,2017-05-15
RUBRUM,OAKRIDGE,2017-05-15
SERRULATA,OAKRIDGE,2017-04-13
ORNUS,OAKRIDGE,2017-05-05
FREEMANI   X,OAKRIDGE,2017-04-20
TRUNCATUM,OAKRIDGE,2018-02-14
RETICULATA,SOUTH CAMBIE,2017-05-16
RETICULATA,SOUTH CAMBIE,2017-05-16
RUBRUM,OAKRIDGE,2018-01-18
CAMPESTRE,OAKRIDGE,2017-05-16
RUBRUM,OAKRIDGE,2017-05-15
SYLVATICA,OAKRIDGE,2017-04-05
PLATANOIDES,FAIRVIEW,2019-01-17
FREEMANI   X,FAIRVIEW,2018-03-15
SYLVATICA,OAKRIDGE,2017-04-05
RUBRUM,OAKRIDGE,2017-04-03
RUBRUM,SOUTH CAMBIE,2019-03-27
PLATANOIDES,SOUTH CAMBIE,2017-05-10
AMERICANA,WEST POINT GREY,2017-12-07
SYLVATICA,SUNSET,2017-05-23
CAMPESTRE,SUNSET,2017-05-12
PLATANOIDES,SUNSET,2017-05-08
FREEMANI   X,KITSILANO,2018-03-12
CERASIFERA,KITSILANO,2017-04-12
CAMPESTRE,KITSILANO,2019-03-18
SYLVATICA,RILEY PARK,2017-04-04
CERASIFERA,KITSILANO,2017-04-12
CAMPESTRE,SUNSET,2019-03-19
SERRULATA,KITSILANO,2018-01-24
SYLVATICA,DOWNTOWN,2017-03-31
TRIACANTHOS,VICTORIA-FRASERVIEW,2017-05-29
FREEMANI   X,VICTORIA-FRASERVIEW,2017-05-29
X YEDOENSIS,VICTORIA-FRASERVIEW,2017-04-24
CERASIFERA,KERRISDALE,2017-05-09
SYLVATICA,KITSILANO,2019-01-11
SERRULATA,VICTORIA-FRASERVIEW,2018-03-16
PLATANOIDES,SOUTH CAMBIE,2017-05-10
SYLVATICA,STRATHCONA,2017-05-01
SYLVATICA,STRATHCONA,2017-05-01
AMERICANA,GRANDVIEW-WOODLAND,2019-03-28
X YEDOENSIS,GRANDVIEW-WOODLAND,2017-05-31
SALICINA,KITSILANO,2019-03-20
SERRULATA,ARBUTUS-RIDGE,2018-12-11
JAPONICA,GRANDVIEW-WOODLAND,2018-04-05
ORNUS,KILLARNEY,2018-02-20
ORNUS,HASTINGS-SUNRISE,2018-02-21
CERASIFERA,HASTINGS-SUNRISE,2018-01-25
CERASIFERA,HASTINGS-SUNRISE,2018-02-28
ORNUS,HASTINGS-SUNRISE,2018-02-15
BETULUS,HASTINGS-SUNRISE,2019-02-25
SYLVATICA,HASTINGS-SUNRISE,2018-02-17
CERASIFERA,HASTINGS-SUNRISE,2018-01-03
XX,HASTINGS-SUNRISE,2018-02-28
CALLERYANA,HASTINGS-SUNRISE,2018-02-27
ORNUS,KILLARNEY,2018-02-20
SALICINA,KILLARNEY,2019-03-25
TRUNCATUM,KILLARNEY,2018-03-14
CERASIFERA,KILLARNEY,2018-03-06
MORDENSIS,KILLARNEY,2019-03-27
BETULUS,HASTINGS-SUNRISE,2017-12-15
ORNUS,HASTINGS-SUNRISE,2018-02-15
PLATANOIDES,HASTINGS-SUNRISE,2018-11-28
PLATANOIDES,HASTINGS-SUNRISE,2018-11-23
CERASIFERA,HASTINGS-SUNRISE,2018-01-25
MORDENSIS,MARPOLE,2019-03-29
BETULUS,MARPOLE,2019-01-24
RUBRUM,MARPOLE,2019-03-18
TRUNCATUM,MARPOLE,2018-02-15
JAPONICA,MARPOLE,2018-04-04
XX,MARPOLE,2019-03-19
CALLERYANA,RENFREW-COLLINGWOOD,2018-02-26
ORNUS,KILLARNEY,2018-02-16
CAMPESTRE,KILLARNEY,2018-11-26
VIRGINIANA,ARBUTUS-RIDGE,2019-01-16
SYLVATICA,ARBUTUS-RIDGE,2018-03-23
SYLVATICA,ARBUTUS-RIDGE,2018-03-23
SYLVATICA,ARBUTUS-RIDGE,2018-03-23
CAMPESTRE,ARBUTUS-RIDGE,2018-11-26
SYLVATICA,ARBUTUS-RIDGE,2018-03-23
SYLVATICA,ARBUTUS-RIDGE,2018-03-26
SYLVATICA,ARBUTUS-RIDGE,2018-03-22
BETULUS,SUNSET,2019-04-01
SYLVATICA,ARBUTUS-RIDGE,2019-02-27
JAPONICA,RENFREW-COLLINGWOOD,2018-04-04
RETICULATA,SUNSET,2019-02-08
ORNUS,RENFREW-COLLINGWOOD,2018-02-20
PLATANOIDES,RENFREW-COLLINGWOOD,2018-11-23
PERSICA,ARBUTUS-RIDGE,2018-12-19
BETULUS,ARBUTUS-RIDGE,2019-01-22
VIRGINIANA,ARBUTUS-RIDGE,2019-02-06
SYLVATICA,ARBUTUS-RIDGE,2018-03-26
SYLVATICA,ARBUTUS-RIDGE,2018-03-21
SYLVATICA,RENFREW-COLLINGWOOD,2019-04-24
PALMATUM,RENFREW-COLLINGWOOD,2018-02-20
ORNUS,HASTINGS-SUNRISE,2018-02-20
SYLVATICA,ARBUTUS-RIDGE,2019-02-27
PERSICA,MOUNT PLEASANT,2019-07-03
JAPONICA,RILEY PARK,2019-02-20
VIRGINIANA,RENFREW-COLLINGWOOD,2019-02-21
JAPONICA,RENFREW-COLLINGWOOD,2019-01-07
JAPONICA,RENFREW-COLLINGWOOD,2019-01-07
VIRGINIANA,RENFREW-COLLINGWOOD,2019-02-20
VIRGINIANA,ARBUTUS-RIDGE,2019-01-17
SYLVATICA,ARBUTUS-RIDGE,2018-03-14
SYLVATICA,ARBUTUS-RIDGE,2018-03-14
ORNUS,ARBUTUS-RIDGE,2019-03-04
RETICULATA,RENFREW-COLLINGWOOD,2019-02-19
SYLVATICA,RENFREW-COLLINGWOOD,2018-03-23
SALICINA,RENFREW-COLLINGWOOD,2019-03-14
CAMPESTRE,RENFREW-COLLINGWOOD,2019-02-23
RUBRUM,DUNBAR-SOUTHLANDS,2018-03-05
KOUSA,RENFREW-COLLINGWOOD,2019-03-11
PERSICA,RENFREW-COLLINGWOOD,2017-10-04
SYLVATICA,VICTORIA-FRASERVIEW,2017-12-18
RUBRUM,HASTINGS-SUNRISE,2019-01-03
CAMPESTRE,HASTINGS-SUNRISE,2018-11-21
BETULUS,HASTINGS-SUNRISE,2018-02-16
SYLVATICA,RENFREW-COLLINGWOOD,2018-03-21
FREEMANI   X,RENFREW-COLLINGWOOD,2019-03-14
PERSICA,RENFREW-COLLINGWOOD,2019-04-10
SYLVATICA,HASTINGS-SUNRISE,2019-03-28
RUBRUM,HASTINGS-SUNRISE,2019-01-07
FREEMANI   X,HASTINGS-SUNRISE,2019-04-09
SYLVATICA,HASTINGS-SUNRISE,2019-03-12
TRUNCATUM,HASTINGS-SUNRISE,2019-03-11
CERASIFERA,HASTINGS-SUNRISE,2019-02-25
ORNUS,HASTINGS-SUNRISE,2019-03-06
SYLVATICA,HASTINGS-SUNRISE,2019-03-29
SYLVATICA,HASTINGS-SUNRISE,2019-03-29
SYLVATICA,HASTINGS-SUNRISE,2019-03-29
VIRGINIANA,DUNBAR-SOUTHLANDS,2019-01-16
XX,DUNBAR-SOUTHLANDS,2019-03-20
RUBRUM,STRATHCONA,2019-03-01
XX,DUNBAR-SOUTHLANDS,2018-11-22
VIRGINIANA,DUNBAR-SOUTHLANDS,2019-03-12
VIRGINIANA,DUNBAR-SOUTHLANDS,2019-03-12
SYLVATICA,DUNBAR-SOUTHLANDS,2019-02-20
RUBRUM,DUNBAR-SOUTHLANDS,2019-02-25
RUBRUM,DUNBAR-SOUTHLANDS,2019-02-28
RUBRUM,DUNBAR-SOUTHLANDS,2019-02-26
RETICULATA,SUNSET,2019-02-08
VIRGINIANA,DUNBAR-SOUTHLANDS,2018-03-14
PERSICA,DUNBAR-SOUTHLANDS,2019-04-26
RUBRUM,DUNBAR-SOUTHLANDS,2019-02-28
PERSICA,DUNBAR-SOUTHLANDS,2019-04-26
CERASIFERA,DUNBAR-SOUTHLANDS,2019-02-19
SYLVATICA,WEST END,2019-03-13
SYLVATICA,WEST END,2019-03-13
PERSICA,DUNBAR-SOUTHLANDS,2019-04-23
SYLVATICA,DUNBAR-SOUTHLANDS,2019-02-27
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2018-03-20
TRUNCATUM,GRANDVIEW-WOODLAND,2006-05-24
SERRULATA,STRATHCONA,2018-12-13
SYLVATICA,WEST END,2019-04-30
KOUSA,SHAUGHNESSY,2019-03-20
X YEDOENSIS,SHAUGHNESSY,2019-04-08
PERSICA,SHAUGHNESSY,2018-12-19
CARNEA   X,SHAUGHNESSY,2018-04-27
RETICULATA,KITSILANO,2019-02-19
PLATANOIDES,SHAUGHNESSY,2019-01-16
PERSICA,SHAUGHNESSY,2018-12-19
CERASIFERA,SHAUGHNESSY,2019-02-21
TRUNCATUM,SHAUGHNESSY,2019-03-08
VIRGINIANA,WEST POINT GREY,2019-01-09
XX,GRANDVIEW-WOODLAND,2019-03-04
OCCIDENTALIS,RILEY PARK,2019-01-23
RUBRUM,RILEY PARK,2019-03-07
CARNEA   X,SHAUGHNESSY,2019-04-08
PERSICA,SHAUGHNESSY,2018-12-19
PERSICA,SHAUGHNESSY,2018-12-19
REGIA,WEST POINT GREY,2019-04-05
PLATANOIDES,WEST POINT GREY,2018-11-28
SYLVATICA,OAKRIDGE,2019-03-19
ORNUS,WEST POINT GREY,2019-03-04
RUBRUM,WEST POINT GREY,2019-02-26
SYLVATICA,WEST POINT GREY,2019-02-21
PLATANOIDES,WEST POINT GREY,2018-12-10
VIRGINIANA,WEST POINT GREY,2019-01-18
PERSICA,OAKRIDGE,2018-12-19
JAPONICA,OAKRIDGE,2019-03-05
CERASIFERA,OAKRIDGE,2019-02-19
JAPONICA,WEST POINT GREY,2019-02-05
JAPONICA,RENFREW-COLLINGWOOD,2019-01-07
VIRGINIANA,KITSILANO,2019-01-09
VIRGINIANA,KITSILANO,2019-01-09
MORDENSIS,KITSILANO,2019-03-27
RETICULATA,KITSILANO,2019-02-20
RUBRUM,DOWNTOWN,2019-03-07
VIRGINIANA,KITSILANO,2019-01-09
SYLVATICA,KITSILANO,2019-01-11
MORDENSIS,KITSILANO,2019-03-28
RETICULATA,KITSILANO,2019-02-20
PERSICA,SUNSET,2019-05-02
RUBRUM,STRATHCONA,2019-03-01
BETULUS,STRATHCONA,2019-03-15
ZUMI,STRATHCONA,2019-04-11
DOMESTICA,STRATHCONA,2019-04-09
KOUSA,GRANDVIEW-WOODLAND,2019-03-05
TRUNCATUM,STRATHCONA,2019-02-27
TRUNCATUM,STRATHCONA,2019-02-27
RUBRUM,WEST END,2019-03-07
RUBRUM,KITSILANO,2019-01-19
SYLVATICA,SUNSET,2019-04-26
VIRGINIANA,SUNSET,2019-04-30
PERSICA,RENFREW-COLLINGWOOD,2019-01-08
PERSICA,SUNSET,2019-04-15
BETULUS,SUNSET,2019-04-26
PERSICA,MOUNT PLEASANT,2019-04-11
X YEDOENSIS,MOUNT PLEASANT,2019-04-03
SARGENTII,MOUNT PLEASANT,2019-03-08
PERSICA,MOUNT PLEASANT,2019-04-11
PERSICA,MOUNT PLEASANT,2019-04-11
PERSICA,SUNSET,2019-05-01
RETICULATA,VICTORIA-FRASERVIEW,2019-02-28
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-16
X YEDOENSIS,KILLARNEY,2019-04-17
SERRULATA,VICTORIA-FRASERVIEW,2019-02-26
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-15
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-16
SERRULATA,VICTORIA-FRASERVIEW,2019-02-26
ORNUS,VICTORIA-FRASERVIEW,2019-04-12
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-15
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-15
X YEDOENSIS,VICTORIA-FRASERVIEW,2019-04-15
OCCIDENTALIS,DUNBAR-SOUTHLANDS,2019-04-26
RUBRUM,DOWNTOWN,2019-03-07
VIRGINIANA,KILLARNEY,2019-04-23
SALICINA,KILLARNEY,2019-04-12
PERSICA,KILLARNEY,2019-04-12
PERSICA,VICTORIA-FRASERVIEW,2019-04-16
SYLVATICA,KILLARNEY,2019-04-18
PERSICA,KILLARNEY,2019-04-12
BETULUS,KILLARNEY,2019-04-12
ZUMI,KILLARNEY,2019-04-12
PERSICA,GRANDVIEW-WOODLAND,2019-04-29
AMERICANA,SUNSET,2002-11-12
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2004-02-19
PLATANOIDES,VICTORIA-FRASERVIEW,2003-03-31
CERASIFERA,SHAUGHNESSY,2004-02-16
CERASIFERA,SUNSET,2003-01-06
CERASIFERA,SUNSET,2003-01-06
CAMPESTRE,SUNSET,2002-11-12
AMERICANA,SHAUGHNESSY,2004-02-13
CAMPESTRE,SUNSET,2002-11-12
RUBRUM,SHAUGHNESSY,2004-01-29
RUBRUM,SHAUGHNESSY,2004-01-29
RUBRUM,SHAUGHNESSY,2004-03-25
RUBRUM,SHAUGHNESSY,2004-02-27
CERASIFERA,VICTORIA-FRASERVIEW,2003-03-27
SYLVATICA,HASTINGS-SUNRISE,2003-01-16
CERASIFERA,HASTINGS-SUNRISE,2003-01-15
CERASIFERA,VICTORIA-FRASERVIEW,2003-02-12
PLATANOIDES,SUNSET,2003-04-02
CERASIFERA,VICTORIA-FRASERVIEW,2003-02-11
CERASIFERA,VICTORIA-FRASERVIEW,2003-02-11
CERASIFERA,VICTORIA-FRASERVIEW,2003-02-11
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-10
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-10
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-10
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-10
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-06
RETICULATA,VICTORIA-FRASERVIEW,2003-03-26
TRIACANTHOS,VICTORIA-FRASERVIEW,2003-02-11
MORDENSIS,KENSINGTON-CEDAR COTTAGE,2005-02-14
RETICULATA,VICTORIA-FRASERVIEW,2003-03-26
ZUMI,SUNSET,2003-01-09
ORNUS,SUNSET,2002-12-10
AMERICANA,SUNSET,2003-02-24
RUBRUM,GRANDVIEW-WOODLAND,2004-01-23
RUBRUM,GRANDVIEW-WOODLAND,2003-12-16
PENNSYLVANICA,SUNSET,2002-12-10
CERASIFERA,SUNSET,2002-12-09
CERASIFERA,SUNSET,2002-12-09
CERASIFERA,SUNSET,2002-12-09
CERASIFERA,SUNSET,2002-12-09
CERASIFERA,SUNSET,2002-12-09
ORNUS,SUNSET,2002-12-12
ORNUS,SUNSET,2002-12-12
ORNUS,SUNSET,2002-12-11
RUBRUM,SUNSET,2002-12-12
RUBRUM,SUNSET,2002-12-12
RUBRUM,SUNSET,2002-12-12
AMERICANA,SUNSET,2002-12-16
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-07
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-08
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-07
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-07
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-06
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-06
AMERICANA,RILEY PARK,2004-01-15
AMERICANA,RILEY PARK,2004-01-15
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-06
AMERICANA,RILEY PARK,2004-01-16
AMERICANA,HASTINGS-SUNRISE,2003-01-24
CERASIFERA,HASTINGS-SUNRISE,2003-01-16
CERASIFERA,HASTINGS-SUNRISE,2003-01-21
CERASIFERA,KILLARNEY,2003-03-11
SYLVATICA,RILEY PARK,2004-01-28
SYLVATICA,RILEY PARK,2004-01-28
SYLVATICA,RILEY PARK,2004-01-28
SYLVATICA,HASTINGS-SUNRISE,2003-01-16
PENNSYLVANICA,VICTORIA-FRASERVIEW,2003-04-01
SYLVATICA,VICTORIA-FRASERVIEW,2003-04-01
SYLVATICA,VICTORIA-FRASERVIEW,2003-04-01
AUCUPARIA,HASTINGS-SUNRISE,2002-10-25
AUCUPARIA,HASTINGS-SUNRISE,2002-10-23
AUCUPARIA,HASTINGS-SUNRISE,2002-10-24
AUCUPARIA,HASTINGS-SUNRISE,2002-10-24
AUCUPARIA,HASTINGS-SUNRISE,2002-10-24
TRUNCATUM,HASTINGS-SUNRISE,2002-10-24
RUBRUM,KENSINGTON-CEDAR COTTAGE,2002-11-22
RUBRUM,SUNSET,2003-01-02
PENNSYLVANICA,MARPOLE,2002-12-16
PENNSYLVANICA,MARPOLE,2002-12-16
PENNSYLVANICA,MARPOLE,2003-01-03
ALNIFOLIA,GRANDVIEW-WOODLAND,2002-12-12
RUBRUM,GRANDVIEW-WOODLAND,2002-12-12
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2003-02-12
AMERICANA,KENSINGTON-CEDAR COTTAGE,2003-02-12
BILOBA,KENSINGTON-CEDAR COTTAGE,2003-02-17
CERASIFERA,RENFREW-COLLINGWOOD,2003-02-17
CAMPESTRE,DUNBAR-SOUTHLANDS,2004-01-30
AMERICANA,RENFREW-COLLINGWOOD,2002-11-12
RUBRUM,RENFREW-COLLINGWOOD,2002-11-13
AMERICANA,RENFREW-COLLINGWOOD,2002-11-12
AMERICANA,RENFREW-COLLINGWOOD,2002-11-12
RUBRUM,RENFREW-COLLINGWOOD,2002-11-13
AMERICANA,RENFREW-COLLINGWOOD,2002-11-18
XX,KENSINGTON-CEDAR COTTAGE,2002-12-05
SYLVATICA,RENFREW-COLLINGWOOD,2002-12-09
RUBRUM,GRANDVIEW-WOODLAND,2002-11-28
RUBRUM,GRANDVIEW-WOODLAND,2002-11-28
ZUMI,RILEY PARK,2004-02-06
PLATANOIDES,HASTINGS-SUNRISE,2003-03-28
CERASIFERA,HASTINGS-SUNRISE,2003-01-13
RUBRUM,FAIRVIEW,2003-03-12
SERRULATA,STRATHCONA,2003-01-31
CERASIFERA,SOUTH CAMBIE,2003-03-17
ALNIFOLIA,DUNBAR-SOUTHLANDS,2003-02-27
CERASIFERA,DUNBAR-SOUTHLANDS,2004-02-09
TRUNCATUM,RILEY PARK,2003-01-30
PLATANOIDES,RILEY PARK,2003-01-28
ZUMI,RENFREW-COLLINGWOOD,2003-03-03
XX,RENFREW-COLLINGWOOD,2003-03-03
SYLVATICA,RENFREW-COLLINGWOOD,2003-04-07
CALLERYANA,RENFREW-COLLINGWOOD,2003-03-13
PLATANOIDES,GRANDVIEW-WOODLAND,2003-03-06
PLATANOIDES,GRANDVIEW-WOODLAND,2003-03-06
ZUMI,GRANDVIEW-WOODLAND,2003-01-31
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2002-11-04
PENNSYLVANICA,SUNSET,2003-04-03
PLATANOIDES,GRANDVIEW-WOODLAND,2002-11-06
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2002-11-01
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2002-11-01
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2002-11-04
AMERICANA,VICTORIA-FRASERVIEW,2002-12-05
AMERICANA,VICTORIA-FRASERVIEW,2002-12-05
AMERICANA,ARBUTUS-RIDGE,2003-02-13
CERASIFERA,HASTINGS-SUNRISE,2003-01-21
MORDENSIS,HASTINGS-SUNRISE,2002-10-28
PLATANOIDES,RILEY PARK,2002-11-01
PENNSYLVANICA,SUNSET,2003-01-08
CERASIFERA,RILEY PARK,2002-12-10
CERASIFERA,SHAUGHNESSY,2003-04-01
ZUMI,SHAUGHNESSY,2003-02-06
BETULUS,KERRISDALE,2002-11-18
PENNSYLVANICA,SHAUGHNESSY,2003-02-07
TRUNCATUM,KERRISDALE,2002-11-18
ACERIFOLIA   X,KERRISDALE,2002-11-18
X YEDOENSIS,SHAUGHNESSY,2003-04-09
CAMPESTRE,ARBUTUS-RIDGE,2003-02-06
CAMPESTRE,ARBUTUS-RIDGE,2003-02-07
SYLVATICA,GRANDVIEW-WOODLAND,2003-01-29
TULIPIFERA,ARBUTUS-RIDGE,2003-01-20
TULIPIFERA,ARBUTUS-RIDGE,2003-01-20
TULIPIFERA,ARBUTUS-RIDGE,2003-01-20
TULIPIFERA,ARBUTUS-RIDGE,2003-01-20
TULIPIFERA,ARBUTUS-RIDGE,2003-01-20
PLATANOIDES,RENFREW-COLLINGWOOD,2002-10-29
CALLERYANA,RENFREW-COLLINGWOOD,2002-10-29
CALLERYANA,RENFREW-COLLINGWOOD,2002-10-29
PLATANOIDES,OAKRIDGE,2002-10-28
PLATANOIDES,OAKRIDGE,2002-10-28
PLATANOIDES,OAKRIDGE,2002-11-19
PLATANOIDES,OAKRIDGE,2002-11-19
AMERICANA,VICTORIA-FRASERVIEW,2002-12-02
AMERICANA,VICTORIA-FRASERVIEW,2002-12-02
SYLVATICA,VICTORIA-FRASERVIEW,2003-01-13
CAMPESTRE,VICTORIA-FRASERVIEW,2003-02-25
RUBRUM,HASTINGS-SUNRISE,2003-01-15
ZUMI,HASTINGS-SUNRISE,2002-11-28
CERASIFERA,DUNBAR-SOUTHLANDS,2004-02-06
FREEMANI   X,MOUNT PLEASANT,2003-02-21
RETICULATA,MOUNT PLEASANT,2003-02-17
PENNSYLVANICA,SUNSET,2003-01-29
EXCELSIOR,SHAUGHNESSY,2003-01-24
EXCELSIOR,SHAUGHNESSY,2003-01-24
EXCELSIOR,SHAUGHNESSY,2003-01-24
FREEMANI   X,DOWNTOWN,2003-03-07
PLATANOIDES,KERRISDALE,2004-02-26
PENNSYLVANICA,HASTINGS-SUNRISE,2003-01-23
X YEDOENSIS,MARPOLE,2003-01-03
CAMPESTRE,GRANDVIEW-WOODLAND,2003-01-30
CERASIFERA,GRANDVIEW-WOODLAND,2003-01-28
EXCELSIOR,HASTINGS-SUNRISE,2003-01-13
X YEDOENSIS,SUNSET,2002-10-25
X YEDOENSIS,SUNSET,2002-10-25
AMERICANA,SUNSET,2002-12-27
X YEDOENSIS,SUNSET,2002-10-29
X YEDOENSIS,SUNSET,2002-10-25
X YEDOENSIS,SUNSET,2002-10-28
X YEDOENSIS,SUNSET,2002-10-29
X YEDOENSIS,SUNSET,2002-10-30
X YEDOENSIS,SUNSET,2002-10-28
